timestamp, index, memory.total [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%]
2025/01/06 13:15:05.586, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:05.687, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:05.788, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:05.889, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:05.990, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:06.091, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:06.191, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:06.292, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:06.393, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:06.494, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:06.594, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:06.695, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:06.796, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:06.897, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:06.997, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:07.098, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:07.199, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:07.299, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:07.400, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:07.501, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:07.601, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:07.702, 5, 24576, 12, 24247, 1, 0
2025/01/06 13:15:07.803, 5, 24576, 12, 24247, 1, 0
2025/01/06 13:15:07.904, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:08.004, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:08.105, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:08.206, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:08.307, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:08.407, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:08.508, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:08.609, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:08.710, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:08.810, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:08.911, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:09.012, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:09.112, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:09.213, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:09.314, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:09.415, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:09.515, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:09.616, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:09.717, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:09.818, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:09.918, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:10.019, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:10.120, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:10.220, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:10.321, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:10.422, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:10.523, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:10.623, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:10.724, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:10.825, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:10.926, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:11.026, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:11.127, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:11.228, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:11.329, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:11.429, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:11.530, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:11.631, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:11.732, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:11.832, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:11.933, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:12.034, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:12.134, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:12.235, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:12.336, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:12.437, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:12.537, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:12.638, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:12.739, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:12.840, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:12.940, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:13.041, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:13.142, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:13.243, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:13.343, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:13.444, 5, 24576, 12, 24247, 0, 0
2025/01/06 13:15:13.545, 5, 24576, 24, 24234, 0, 0
2025/01/06 13:15:13.660, 5, 24576, 324, 23934, 1, 0
2025/01/06 13:15:13.761, 5, 24576, 362, 23896, 1, 0
2025/01/06 13:15:13.861, 5, 24576, 396, 23862, 7, 0
2025/01/06 13:15:13.962, 5, 24576, 430, 23828, 7, 0
2025/01/06 13:15:14.063, 5, 24576, 468, 23790, 4, 0
2025/01/06 13:15:14.164, 5, 24576, 476, 23782, 4, 0
2025/01/06 13:15:14.265, 5, 24576, 538, 23720, 2, 0
2025/01/06 13:15:14.366, 5, 24576, 572, 23686, 2, 0
2025/01/06 13:15:14.466, 5, 24576, 614, 23644, 7, 0
2025/01/06 13:15:14.567, 5, 24576, 652, 23606, 7, 0
2025/01/06 13:15:14.668, 5, 24576, 680, 23578, 4, 0
2025/01/06 13:15:14.769, 5, 24576, 848, 23410, 4, 0
2025/01/06 13:15:14.869, 5, 24576, 970, 23288, 9, 0
2025/01/06 13:15:14.970, 5, 24576, 1210, 23048, 9, 0
2025/01/06 13:15:15.071, 5, 24576, 1252, 23006, 16, 0
2025/01/06 13:15:15.171, 5, 24576, 1288, 22970, 16, 0
2025/01/06 13:15:15.272, 5, 24576, 1322, 22936, 5, 0
2025/01/06 13:15:15.373, 5, 24576, 1358, 22900, 5, 0
2025/01/06 13:15:15.473, 5, 24576, 1394, 22864, 4, 0
2025/01/06 13:15:15.574, 5, 24576, 1434, 22824, 4, 0
2025/01/06 13:15:15.675, 5, 24576, 1474, 22784, 4, 0
2025/01/06 13:15:15.775, 5, 24576, 1512, 22746, 4, 0
